from,rel,to
http://www.wikidata.org/entity/Q3213780,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q24011,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q43748
http://www.wikidata.org/entity/Q2360329,http://www.wikidata.org/prop/direct/P135,http://www.wikidata.org/entity/Q1474884
http://www.wikidata.org/entity/Q3381192,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q36794
http://www.wikidata.org/entity/Q15874391,http://schema.org/description,tableau de Jean-Paul Laurens
http://www.wikidata.org/entity/Q3201377,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q3190681,http://schema.org/description,tableau de Fragonnard
http://www.wikidata.org/entity/Q3387944,http://www.wikidata.org/prop/direct/P1476,"Pierrot, formerly known as Gilles"
http://www.wikidata.org/entity/Q18572292,http://www.wikidata.org/prop/direct/P571,1592-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q18688237,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q3605544,http://www.w3.org/2000/01/rdf-schema#label,Adoration of the Shepherds
http://www.wikidata.org/entity/Q1565086,http://www.w3.org/2004/02/skos/core#altLabel,The Chorus
http://www.wikidata.org/entity/Q3698227,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q3055367,http://www.wikidata.org/prop/direct/P2048,411
http://www.wikidata.org/entity/Q2646680,http://schema.org/description,tableau de Rembrandt
http://www.wikidata.org/entity/Q3821820,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q94319
http://www.wikidata.org/entity/Q3080509,http://www.wikidata.org/prop/direct/P373,La Baigneuse Valpinçon
http://www.wikidata.org/entity/Q12418,http://www.wikidata.org/prop/direct/P2049,53
http://www.wikidata.org/entity/Q3967207,http://www.wikidata.org/prop/direct/P1476,Le Mariage de la Vierge
http://www.wikidata.org/entity/Q16070465,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q2367101
http://www.wikidata.org/entity/Q17491975,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q16928483,http://www.wikidata.org/prop/direct/P373,"The Countess del Carpio, Marchioness de la Solana - Goya - Louvre RF 1942-23"
http://www.wikidata.org/entity/Q17495469,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q99469838,http://www.wikidata.org/prop/direct/P972,http://www.wikidata.org/entity/Q104536315
http://www.wikidata.org/entity/Q1448728,http://www.wikidata.org/prop/direct/P2079,http://www.wikidata.org/entity/Q219540
http://www.wikidata.org/entity/Q3213780,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q7560
http://www.wikidata.org/entity/Q15617821,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1144593
http://www.wikidata.org/entity/Q3203447,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q42804
http://www.wikidata.org/entity/Q3802301,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q24249,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q200539
http://www.wikidata.org/entity/Q18783510,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q3225258,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q172833
http://www.wikidata.org/entity/Q3202169,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q117253
http://www.wikidata.org/entity/Q597114,http://www.wikidata.org/prop/direct/P1476,Death of the Virgin
http://www.wikidata.org/entity/Q656434,http://www.wikidata.org/prop/direct/P571,1495-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q3119110,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q76768
http://www.wikidata.org/entity/Q2533791,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q223440
http://www.wikidata.org/entity/Q18573283,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q726
http://www.wikidata.org/entity/Q1193312,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3044768
http://www.wikidata.org/entity/Q20886860,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q52154279
http://www.wikidata.org/entity/Q3932055,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3044768
http://www.wikidata.org/entity/Q1193312,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q54128
http://www.wikidata.org/entity/Q29656600,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q106857709
http://www.wikidata.org/entity/Q98381950,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q17583459,http://www.wikidata.org/prop/direct/P2048,260
http://www.wikidata.org/entity/Q3558973,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q8074
http://www.wikidata.org/entity/Q3505997,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q41751
http://www.wikidata.org/entity/Q783215,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q63536638,http://schema.org/description,tableau de François Boucher
http://www.wikidata.org/entity/Q2734892,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q11460
http://www.wikidata.org/entity/Q3769183,http://www.wikidata.org/prop/direct/P140,http://www.wikidata.org/entity/Q5043
http://www.wikidata.org/entity/Q47510174,http://www.wikidata.org/prop/direct/P2048,65
http://www.wikidata.org/entity/Q23008971,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q8502
http://www.wikidata.org/entity/Q3213791,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q345
http://www.wikidata.org/entity/Q540488,http://schema.org/description,peinture de Gustave Courbet entre 1849 et 1850.
http://www.wikidata.org/entity/Q562284,http://www.wikidata.org/prop/direct/P570,1532-10-01T00:00:00+00:00
http://www.wikidata.org/entity/Q16070465,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q3936373,http://www.wikidata.org/prop/direct/P571,1873-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q20901677,http://www.wikidata.org/prop/direct/P2048,35
http://www.wikidata.org/entity/Q17492880,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q2923673
http://www.wikidata.org/entity/Q3027583,http://www.w3.org/2004/02/skos/core#altLabel,L'Éternel bénissant avec chérubins et anges (Le Pérugin)
http://www.wikidata.org/entity/Q2571560,http://www.wikidata.org/prop/direct/P608,http://www.wikidata.org/entity/Q18197864
http://www.wikidata.org/entity/Q3324484,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q1378723
http://www.wikidata.org/entity/Q97959646,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q1535963
http://www.wikidata.org/entity/Q1215717,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q189233
http://www.wikidata.org/entity/Q24688838,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q25710346
http://www.wikidata.org/entity/Q19720761,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q3206709,http://www.wikidata.org/prop/direct/P571,1878-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q3080509,http://www.w3.org/2000/01/rdf-schema#label,The Valpinçon Bather
http://www.wikidata.org/entity/Q4726754,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q13422510
http://www.wikidata.org/entity/Q3399430,http://www.w3.org/2000/01/rdf-schema#label,Portrait of Gaston de France
http://www.wikidata.org/entity/Q3228069,http://schema.org/description,painting by Fragonard
http://www.wikidata.org/entity/Q3190681,http://www.wikidata.org/prop/direct/P571,1752-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q5108945,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q116730347,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q273593
http://www.wikidata.org/entity/Q3206722,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q134307
http://www.wikidata.org/entity/Q23011437,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q3373686,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q1236032
http://www.wikidata.org/entity/Q16011124,http://www.wikidata.org/prop/direct/P1476,De kruisafneming van Christus
http://www.wikidata.org/entity/Q5762620,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q3329368
http://www.wikidata.org/entity/Q526178,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q30755
http://www.wikidata.org/entity/Q3824633,http://www.wikidata.org/prop/direct/P2048,670
http://www.wikidata.org/entity/Q2873059,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q33506
http://www.wikidata.org/entity/Q3937485,http://www.wikidata.org/prop/direct/P921,http://www.wikidata.org/entity/Q36963
http://www.wikidata.org/entity/Q8774031,http://www.wikidata.org/prop/direct/P2048,76
http://www.wikidata.org/entity/Q15934807,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q3094671
http://www.wikidata.org/entity/Q20005936,http://schema.org/description,tableau de Pieter de Hooch
http://www.wikidata.org/entity/Q3947319,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q10292830
http://www.wikidata.org/entity/Q7743869,http://www.w3.org/2000/01/rdf-schema#label,La Junte des Philippines
http://www.wikidata.org/entity/Q4126304,http://www.wikidata.org/prop/direct/P921,http://www.wikidata.org/entity/Q3937194
http://www.wikidata.org/entity/Q17495469,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q7053068,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q2216236
http://www.wikidata.org/entity/Q3842551,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q3947319,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3044768
http://www.wikidata.org/entity/Q18572448,http://schema.org/description,"tableau d'Annibale Carrache (Louvre, INV 204)"
http://www.wikidata.org/entity/Q38403891,http://schema.org/description,tableau de Pierre Paul Rubens
http://www.wikidata.org/entity/Q30128349,http://www.wikidata.org/prop/direct/P571,1863-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q32496,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q3575260
http://www.wikidata.org/entity/Q9397467,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q192062
http://www.wikidata.org/entity/Q62594754,http://www.wikidata.org/prop/direct/P571,1510-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q29654799,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q107600791
http://www.wikidata.org/entity/Q3399440,http://www.w3.org/2004/02/skos/core#altLabel,Louis XIV in Coronation Robes
http://www.wikidata.org/entity/Q5659824,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q3591845
http://www.wikidata.org/entity/Q2622172,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q3759783
http://www.wikidata.org/entity/Q2872722,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q37693
http://www.wikidata.org/entity/Q2984952,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q40599
http://www.wikidata.org/entity/Q17496122,http://www.w3.org/2000/01/rdf-schema#label,Voiliers et estuaire
http://www.wikidata.org/entity/Q3349704,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q8441
http://www.wikidata.org/entity/Q3399440,http://www.wikidata.org/prop/direct/P608,http://www.wikidata.org/entity/Q20980830
http://www.wikidata.org/entity/Q3220656,http://www.wikidata.org/prop/direct/P373,Le buffet (INV 3198) by Chardin
http://www.wikidata.org/entity/Q3851966,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q161741
http://www.wikidata.org/entity/Q1231009,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q235412
http://www.wikidata.org/entity/Q3842551,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q17492521,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q23402
http://www.wikidata.org/entity/Q3201377,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q98635247,http://www.wikidata.org/prop/direct/P2049,137
http://www.wikidata.org/entity/Q3900760,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q41554
http://www.wikidata.org/entity/Q3066077,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q586606
http://www.wikidata.org/entity/Q597114,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q7742
http://www.wikidata.org/entity/Q12418,http://www.wikidata.org/prop/direct/P793,http://www.wikidata.org/entity/Q61266859
http://www.wikidata.org/entity/Q526178,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q128316
http://www.wikidata.org/entity/Q17613629,http://schema.org/description,tableau de Jules Lefebvre
http://www.wikidata.org/entity/Q16696928,http://www.wikidata.org/prop/direct/P2049,195
http://www.wikidata.org/entity/Q23011614,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q177220
http://www.wikidata.org/entity/Q3066077,http://www.w3.org/2000/01/rdf-schema#label,Peasant Family in an Interior
http://www.wikidata.org/entity/Q544488,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q3098373
http://www.wikidata.org/entity/Q3937618,http://www.w3.org/2000/01/rdf-schema#label,Marie-Antoinette dit « à la Rose »
http://www.wikidata.org/entity/Q2529703,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q40599
http://www.wikidata.org/entity/Q23915,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q191423
http://www.wikidata.org/entity/Q2428778,http://www.w3.org/2004/02/skos/core#altLabel,Self-portrait
http://www.wikidata.org/entity/Q97622933,http://www.w3.org/2004/02/skos/core#altLabel,Amor victorious
http://www.wikidata.org/entity/Q2622172,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q170477
http://www.wikidata.org/entity/Q19938741,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q134741
http://www.wikidata.org/entity/Q16978190,http://www.wikidata.org/prop/direct/P373,The Four Evangelists - Jacob Jordaens - Louvre INV 1404
http://www.wikidata.org/entity/Q3904400,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q302
http://www.wikidata.org/entity/Q783215,http://www.wikidata.org/prop/direct/P373,John the Baptist by Leonardo da Vinci (Louvre)
http://www.wikidata.org/entity/Q3937621,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q213163
http://www.wikidata.org/entity/Q15917726,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q40599
http://www.wikidata.org/entity/Q2843410,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q189527
http://www.wikidata.org/entity/Q47351908,http://schema.org/description,tableau de Gonzales Coques
http://www.wikidata.org/entity/Q3824633,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q1857132,http://schema.org/description,tableau de Gustave Caillebotte
http://www.wikidata.org/entity/Q17353183,http://www.wikidata.org/prop/direct/P1476,Portrait of Helena Fourment (1617-1673) and Frans Rubens (1633-1678)
http://www.wikidata.org/entity/Q1231009,http://www.w3.org/2004/02/skos/core#altLabel,"Couronnement de l'impératrice Joséphine, à Notre-Dame de Paris, le 2 décembre 1804"
http://www.wikidata.org/entity/Q17174298,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q1236032
http://www.wikidata.org/entity/Q12116031,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q197204
http://www.wikidata.org/entity/Q526178,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q125634
http://www.wikidata.org/entity/Q3612413,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q1635704
http://www.wikidata.org/entity/Q935815,http://www.wikidata.org/prop/direct/P571,1593-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q1978815,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q154425
http://www.wikidata.org/entity/Q18226124,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1028181
http://www.wikidata.org/entity/Q3222519,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q99337614,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q18809572
http://www.wikidata.org/entity/Q3498655,http://www.w3.org/2004/02/skos/core#altLabel,Venus Anadyomene
http://www.wikidata.org/entity/Q15874391,http://www.w3.org/2000/01/rdf-schema#label,The Excommunication of Robert the Pious
http://www.wikidata.org/entity/Q2360329,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q1236032
http://www.wikidata.org/entity/Q1212861,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q23402
http://www.wikidata.org/entity/Q3937485,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q179226
http://www.wikidata.org/entity/Q2289754,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q18156280
http://www.wikidata.org/entity/Q18397401,http://www.w3.org/2000/01/rdf-schema#label,Luigi Cherubini et la muse de la poésie lyrique
http://www.wikidata.org/entity/Q3842617,http://schema.org/description,painting by Marco Zoppo
http://www.wikidata.org/entity/Q3201415,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q1047337
http://www.wikidata.org/entity/Q9335245,http://www.wikidata.org/prop/direct/P373,Dream of Joseph by Georges de La Tour
http://www.wikidata.org/entity/Q2027662,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q165853
http://www.wikidata.org/entity/Q3208369,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q52147489
http://www.wikidata.org/entity/Q5817081,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q3851963,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q3010
http://www.wikidata.org/entity/Q1231009,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q2981
http://www.wikidata.org/entity/Q38516820,http://schema.org/description,painting by Sandro Botticelli
http://www.wikidata.org/entity/Q3221688,http://www.wikidata.org/prop/direct/P608,http://www.wikidata.org/entity/Q57540095
http://www.wikidata.org/entity/Q212616,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3044768
http://www.wikidata.org/entity/Q9372007,http://www.w3.org/2000/01/rdf-schema#label,Jupiter and Antiope
http://www.wikidata.org/entity/Q3204226,http://www.w3.org/2000/01/rdf-schema#label,The Inspiration of the Poet
http://www.wikidata.org/entity/Q19904594,http://www.wikidata.org/prop/direct/P1889,http://www.wikidata.org/entity/Q3224375
http://www.wikidata.org/entity/Q1212861,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q40446
http://www.wikidata.org/entity/Q2254945,http://www.w3.org/2000/01/rdf-schema#label,Les Amours de Pâris et d'Hélène
http://www.wikidata.org/entity/Q13572334,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q132543
http://www.wikidata.org/entity/Q9850868,http://www.wikidata.org/prop/direct/P373,Jester with lute by Frans Hals
http://www.wikidata.org/entity/Q15934829,http://www.wikidata.org/prop/direct/P373,The Lamentation of Christ - Bouts (Louvre RF 1)
http://www.wikidata.org/entity/Q17190956,http://schema.org/description,peinture de Jean-Baptiste Greuze
http://www.wikidata.org/entity/Q591128,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q217106
http://www.wikidata.org/entity/Q3612410,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q2839016
http://www.wikidata.org/entity/Q16011124,http://www.w3.org/2000/01/rdf-schema#label,The Descent from the Cross
http://www.wikidata.org/entity/Q17582581,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q19359137,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q25364
http://www.wikidata.org/entity/Q29656887,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q4421
http://www.wikidata.org/entity/Q737062,http://www.wikidata.org/prop/direct/P608,http://www.wikidata.org/entity/Q15623101
http://www.wikidata.org/entity/Q3589109,http://www.wikidata.org/prop/direct/P135,http://www.wikidata.org/entity/Q1580145
http://www.wikidata.org/entity/Q476458,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q8436
http://www.wikidata.org/entity/Q5659824,http://www.wikidata.org/prop/direct/P495,http://www.wikidata.org/entity/Q29
http://www.wikidata.org/entity/Q633587,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q1626128,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1187930
http://www.wikidata.org/entity/Q1131476,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q7803
http://www.wikidata.org/entity/Q17493706,http://www.wikidata.org/prop/direct/P571,1851-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q2513064,http://www.wikidata.org/prop/direct/P571,1550-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q113988382,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q209626
http://www.wikidata.org/entity/Q3208817,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q3212142,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q72282
http://www.wikidata.org/entity/Q16303802,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q12352436
http://www.wikidata.org/entity/Q2885144,http://www.wikidata.org/prop/direct/P2049,31.5
http://www.wikidata.org/entity/Q18736711,http://www.wikidata.org/prop/direct/P2048,79
http://www.wikidata.org/entity/Q15934397,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q808132
http://www.wikidata.org/entity/Q16915832,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q15298167
http://www.wikidata.org/entity/Q786196,http://www.wikidata.org/prop/direct/P1476,Portrait de jeune femme
http://www.wikidata.org/entity/Q3589109,http://schema.org/description,"statue in Agde, France"
http://www.wikidata.org/entity/Q931837,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q2864737
http://www.wikidata.org/entity/Q6106755,http://www.wikidata.org/prop/direct/P571,1798-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q2633689,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q97959646,http://www.w3.org/2000/01/rdf-schema#label,Le Repos pendant la fuite en Égypte
http://www.wikidata.org/entity/Q1282978,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3044768
http://www.wikidata.org/entity/Q563727,http://www.w3.org/2000/01/rdf-schema#label,The Virgin and Child with Saint Anne
http://www.wikidata.org/entity/Q3731232,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3044768
http://www.wikidata.org/entity/Q15917726,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q8441
http://www.wikidata.org/entity/Q3794124,http://www.wikidata.org/prop/direct/P608,http://www.wikidata.org/entity/Q20980830
http://www.wikidata.org/entity/Q1516449,http://www.w3.org/2004/02/skos/core#altLabel,The Virgin of Chancellor Rolin
http://www.wikidata.org/entity/Q15877622,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q97959646,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q106857709
http://www.wikidata.org/entity/Q17177339,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q29
http://www.wikidata.org/entity/Q3202169,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q242172
http://www.wikidata.org/entity/Q1241088,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q24283,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q11472
http://www.wikidata.org/entity/Q1114881,http://www.w3.org/2004/02/skos/core#altLabel,Cycle de fresque de Botticelli à la Villa Tornabuoni Lemmi di Careggi
http://www.wikidata.org/entity/Q17582581,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q469701
http://www.wikidata.org/entity/Q656434,http://www.wikidata.org/prop/direct/P373,Portrait of a Woman - Leonardo da Vinci - Louvre INV 778
http://www.wikidata.org/entity/Q2619037,http://www.w3.org/2004/02/skos/core#altLabel,Portrait de Madame Récamier
http://www.wikidata.org/entity/Q6481761,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q2909916,http://www.wikidata.org/prop/direct/P571,1804-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q7571529,http://www.wikidata.org/prop/direct/P1476,Souvenir de Mortefontaine
http://www.wikidata.org/entity/Q3387944,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q7620298,http://www.wikidata.org/prop/direct/P571,1883-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q2290433,http://www.w3.org/2000/01/rdf-schema#label,The Massacre at Chios
http://www.wikidata.org/entity/Q2755121,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3044768
http://www.wikidata.org/entity/Q16020875,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q12116031,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q356777
http://www.wikidata.org/entity/Q19831164,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q23402
http://www.wikidata.org/entity/Q152509,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q355304
http://www.wikidata.org/entity/Q3201377,http://www.wikidata.org/prop/direct/P2048,260.5
http://www.wikidata.org/entity/Q3842437,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q15177426
http://www.wikidata.org/entity/Q2467141,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q112259737
http://www.wikidata.org/entity/Q743643,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q3381192,http://www.wikidata.org/prop/direct/P373,Philosopher in Meditation by Rembrandt
http://www.wikidata.org/entity/Q18736711,http://schema.org/description,painting by Bernardo Bellotto (Museum of Fine Arts of Lyon)
http://www.wikidata.org/entity/Q47367022,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
